 Site ID ; Nazwa stacji ; kod pocztowy ; Miasto ; Adres ; HGV ; email ; telefon ; telefon 2 ; położenie ;;;HGV - STACJE REKOMENDOWANE DLA TRANSTORTU CIĘŻKIEGO;;;;
4201;KALISKA;63-400;Ostrów Wielkopolski;ul. Kaliska 43;No;4201@shellpl.pl;511831862;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.650525,+17.824446/@51.650525,17.82444617z;51.650525;17.824446
4202;SALON;62-800;Kalisz;ul. Wrocławska 59;No;4202@shellpl.pl;511831418;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.73854,+18.05279/@51.73854,18.0527917z;51.73854;18.05279
4204;TUR;62-700;Turek;ul. Uniejowska 32;no;4204@shellpl.pl;514825057;514827734;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.00806,+18.522938/@52.00806,18.52293817z;52.00806;18.522938
4207;STAWISZYŃSKA ;62-800 ;Kalisz;ul. Stawiszyńska 28;yes;4207@shellpl.pl;511831562;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.77022,+18.09444/@51.77022,18.0944417z;51.77022;18.09444
4208;OSTRÓW WLKP. II      ;63-400 ;Ostrów Wielkopolski;ul. Kaliska 104;yes;4208@shellpl.pl;511840379;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.654268,+17.837259/@51.654268,17.83725917z;51.654268;17.837259
4209;PRZYGODZICE;63-421;Przygodzice;ul. Wrocławska 98;Yes;4209@shellpl.pl;511832171;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.626609,+17.812271/@51.626609,17.81227117z;51.626609;17.812271
4214;JAROCIN FESTIWAL;63-200;Jarocin ;Wrocławska 79;yes;4214@shellpl.pl;571303348;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.957285,+17.501618/@51.957285,17.50161817z;51.957285;17.501618
4216;WROCŁAWSKA;63-400;Ostrów Wielkopolski;ul. Wrocławska 92;no;4216@shellpl.pl;571303349;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.626556,+17.812335/@51.626556,17.81233517z;51.626556;17.812335
4217;KALISZ STAŃCZYK;62-800 ;Kalisz;ul. Stańczukowskiego 18 a ;Yes;4217@shellpl.pl;571303125;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.76202,+18.06001/@51.76202,18.0600117z;51.76202;18.06001
4301;LESZNO;64-100;Leszno;Al. Konstytucji 3 Maja 4;no;4301@shellpl.pl;571303284;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.831839,+16.596597/@51.831839,16.59659717z;51.831839;16.596597
4302;KOŚCIAN;64-000;Kościan;ul. Gostyńska 1;no;4302@shellpl.pl;571303268;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.089593,+16.651041/@52.089593,16.65104117z;52.089593;16.651041
4310;GŁOGÓW POKOJU;67-200;Głogów;ul. Kościuszki 17;yes;4310@shellpl.pl;571303027;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.654201,+16.082053/@51.654201,16.08205317z;51.654201;16.082053
4401;STILON;66-400;Gorzów Wielkopolski;ul. Walczaka 25B;no;4401@shellpl.pl;511831659;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.748545,+15.257102/@52.748545,15.25710217z;52.748545;15.257102
4402;WALCZAKA;66-400;Gorzów Wielkopolski;ul. Walczaka 41;yes;4402@shellpl.pl;511831781;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.757487,+15.269666/@52.757487,15.26966617z;52.757487;15.269666
4405;ŚWIECKO;69-100 ;Słubice;Świecko;yes;4405@shellpl.pl;511838674;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.313746,+14.640666/@52.313746,14.64066617z;52.313746;14.640666
4406;TORZYM;66-235;Torzym;Kolonia Poręby;Yes;4406@shellpl.pl;511838725;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.317655,+15.04142/@52.317655,15.0414217z;52.317655;15.04142
4413;KASPRZAKA;66-400;Gorzów Wielkopolski;ul. Kasprzaka 13;yes;4413@shellpl.pl;511831843;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.709051,+15.239797/@52.709051,15.23979717z;52.709051;15.239797
4414;WESTERN;66-400;Gorzów Wielkopolski;al.. Konstytucji 3-go Maja 11;yes;4414@shellpl.pl;571303158;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.7309,+15.2231/@52.7309,15.223117z;52.7309;15.2231
4501;NETTO;62-100;Wągrowiec;ul.Janowiecka 27  ;no;4501@shellpl.pl;511821254;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.808547,+17.210593/@52.808547,17.21059317z;52.808547;17.210593
4601;MINIMAL;78-100;Kołobrzeg;Koszalińska 36;no;4601@shellpl.pl;511841574;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/54.17621,+15.59664/@54.17621,15.5966417z;54.17621;15.59664
5001;BRUCKNERA;51-411;Wrocław;ul. Brucknera 53-55;no;5001@shellpl.pl;511840395;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.138254,+17.081986/@51.138254,17.08198617z;51.138254;17.081986
5004;BUDREM;53-110;Wrocław;ul. Ślężna 144;No;5004@shellpl.pl;511819863;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.079388,+17.021446/@51.079388,17.02144617z;51.079388;17.021446
5005;WIŚNIOWA;53-126;Wrocław;ul. Wiśniowa 87;yes;5005@shellpl.pl;511820278;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.083415,+17.023745/@51.083415,17.02374517z;51.083415;17.023745
5006;KAMIENNA;50-545;Wrocław;ul. Kamienna 145;No;5006@shellpl.pl;511820762;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.085679,+17.045932/@51.085679,17.04593217z;51.085679;17.045932
5008;BEER;50-305;Wrocław;ul. Jaracza 69-71;No;5008@shellpl.pl;511840453;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.128182,+17.056596/@51.128182,17.05659617z;51.128182;17.056596
5009;SPOLMOT;56-400;Oleśnica;ul. Wojska Polskiego 34;Yes;5009@shellpl.pl;511839315;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.215443,+17.403009/@51.215443,17.40300917z;51.215443;17.403009
5015;MIŃSKA;54-610;Wrocław;ul. Mińska 41;yes;5015@shellpl.pl;511839081;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.105964,+16.950477/@51.105964,16.95047717z;51.105964;16.950477
5018;KUDOWA PRZEJŚCIE;57-350;Kudowa Zdrój;Słone 133a;Yes;5018@shellpl.pl;511806547;511806897;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.433058,+16.19933/@50.433058,16.1993317z;50.433058;16.19933
5019;DŁUGOŁĘKA;55-090;Długołęka;Wrocławska 52;yes;5019@shellpl.pl;511839486;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.174618,+17.179763/@51.174618,17.17976317z;51.174618;17.179763
5023;BOLKO;59-700;Bolesławiec;ul. Spółdzielcza 15;no;5023@shellpl.pl;571303019;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.261247,+15.575682/@51.261247,15.57568217z;51.261247;15.575682
5025;OLEŚNICA KLONOWA    ;56-400 ;Oleśnica;ul. Klonowa 9 ;no;5025@shellpl.pl;511839527;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.210829,+17.394115/@51.210829,17.39411517z;51.210829;17.394115
5026;KRAKOWSKA;50-426 ;Wrocław;ul. Krakowska 70-80;yes;5026@shellpl.pl;511820869;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.091967,+17.062647/@51.091967,17.06264717z;51.091967;17.062647
5027;MAŁOPANEWSKA;54-121;Wrocław;ul. Małopanewska 2;yes;5027@shellpl.pl;511839095;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.122799,+16.987926/@51.122799,16.98792617z;51.122799;16.987926
5028;OBORNICKA   ;51-114 ;Wrocław;ul. Obornicka 64;YES;5028@shellpl.pl;511839169;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.138739,+17.028294/@51.138739,17.02829417z;51.138739;17.028294
5031;GUBIŃSKA;54-433 ;Wrocław;ul. Gubińska 6;no;5031@shellpl.pl;511839223;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.113495,+16.958435/@51.113495,16.95843517z;51.113495;16.958435
5101;MARSA;59-220;Legnica;ul. Piłsudskiego;No;5101@shellpl.pl;571303028;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.204279,+16.191962/@51.204279,16.19196217z;51.204279;16.191962
5103;ŻARSKA WIEŚ I;59-900;Zgorzelec;Żarska Wieś I;yes;5103@shellpl.pl;571303020;571303021;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.20518,+15.12259/@51.20518,15.1225917z;51.20518;15.12259
5105;POLKOWICE;59-100;Polkowice;ul. Gdańska 23;yes;5105@shellpl.pl;768462815;768462847;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.501827,+16.06118/@51.501827,16.0611817z;51.501827;16.06118
5109;LEGNICKA;59-241;Legnickie Pole;Nowa Wieś Legnicka;yes;5109@shellpl.pl;571303029;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.15863,+16.171859/@51.15863,16.17185917z;51.15863;16.171859
5113;LEGNICA RONDO UNII;59-220;Legnica;Złotoryjska 172;yes;5113@shellpl.pl;512869685;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.191623,+16.128053/@51.191623,16.12805317z;51.191623;16.128053
5202;KOZA;47-220;Kędzierzyn - Koźle;ul. Kozielska 30;Yes;5202@shellpl.pl;511843358;511843410;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.340311,+18.192759/@50.340311,18.19275917z;50.340311;18.192759
5209;KRAPKOWICE  ;47-300 ;Krapkowice;ul. Ks. Koziołka 10 a;yes;5209@shellpl.pl;511843528;511843546;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.479411,+17.972217/@50.479411,17.97221717z;50.479411;17.972217
5210;KUTROWSKIEGO  ;55-200 ;Oława;ul. Kutrowskiego 29 b;yes;5210@shellpl.pl;511840479;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.949641,+17.283447/@50.949641,17.28344717z;50.949641;17.283447
5211;OPOLE OZIMSKA       ;45-286 ;Opole;ul. Ozimska 195;yes;5211@shellpl.pl;511843547;511843601;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.669766,+17.969379/@50.669766,17.96937917z;50.669766;17.969379
5216;MŁYŃSKI STAW;49-100;Młyński Staw, poczta Niemodlin;216 km autostrady A4 kierunek Wrocław;Yes;5216@shellpl.pl;696056955;510143858;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.676337,+17.656574/@50.676337,17.65657417z;50.676337;17.656574
5217;RZĘDZIWOJOWICE;49-100;Rzędziwojowice, poczta Niemodlin;216 km autostrady A4 kierunek Katowice;Yes;5217@shellpl.pl;510143857;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.677887,+17.650459/@50.677887,17.65045917z;50.677887;17.650459
5302;ZJEDNOCZENIA;65-120;Zielona Góra;Aleja Zjednoczenia 106;yes;5302@shellpl.pl;511828942;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.952839,+15.486576/@51.952839,15.48657617z;51.952839;15.486576
5303;SŁUBICE;69-100;Słubice;ul. Chrobrego 25;no;5303@shellpl.pl;511838946;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.356136,+14.56153/@52.356136,14.5615317z;52.356136;14.56153
5304;NOWE MIASTECZKO     ;67-124 ;Nowe Miasteczko;Nowa Sól – Gołaszyn;yes;5304@shellpl.pl;571303160;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.718867,+15.728559/@51.718867,15.72855917z;51.718867;15.728559
5305;3-MAJA ;65-805;Zielona Góra;Al. Konstytucji 3 Maja  23;no;5305@shellpl.pl;511829140;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.93728,+15.509707/@51.93728,15.50970717z;51.93728;15.509707
5308;OSIEDLE;67-100;Nowa Sól;ul. Staszica 17;No;5308@shellpl.pl;511829335;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.806572,+15.697038/@51.806572,15.69703817z;51.806572;15.697038
5309;CEGIELSKI;67-100;Nowa Sól;ul. Piłsudskiego;No;5309@shellpl.pl;511829596;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.811529,+15.710533/@51.811529,15.71053317z;51.811529;15.710533
5314;ZASIEKI MOST;68-343;Zasieki;Zasieki 74 B gm.Brody;no;5314@shellpl.pl;571303022;571303023;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.742576,+14.664162/@51.742576,14.66416217z;51.742576;14.664162
5326;JĘDRZYCHOWICE;59-900;Zgorzelec;Jędrzychowice 98B;yes;5326@shellpl.pl;756408442;756408442;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.176119,+15.031707/@51.176119,15.03170717z;51.176119;15.031707
5328;IŁOWA WĘZEŁ;68-120 ;Iłowa;Czerna;yes;5328@shellpl.pl;571303144;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.52566,+15.21721/@51.52566,15.2172117z;51.52566;15.21721
5401;JANIKOWSKIEGO;42-200;Częstochowa;ul. Jagiellońska 29/31;No;5401@shellpl.pl;571303084;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.782168,+19.135024/@50.782168,19.13502417z;50.782168;19.135024
5402;POCZESNA;42-262;Poczesna;ul. Warszawska 3;yes;5402@shellpl.pl;571303085;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.71764,+19.15286/@50.71764,19.1528617z;50.71764;19.15286
5403;PZ-MOT;42-200;Częstochowa;ul. Wojska Polskiego 110;Yes;5403@shellpl.pl;571303086;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.779122,+19.147534/@50.779122,19.14753417z;50.779122;19.147534
5404;OKULICKIEGO;42-200;Częstochowa;ul. Okulickiego 20/22;no;5404@shellpl.pl;571303087;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.824586,+19.102983/@50.824586,19.10298317z;50.824586;19.102983
5407;JANA PAWŁA;42-200;Częstochowa;ul. Jana Pawła II 5;Yes;5407@shellpl.pl;571303088;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.817422,+19.131596/@50.817422,19.13159617z;50.817422;19.131596
5413;BRUDZOWICE;42-470;Siewierz;Brudzowice, ul. Katowicka 6;Yes;5413@shellpl.pl;511821958;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.513343,+19.195622/@50.513343,19.19562217z;50.513343;19.195622
5501;YOUNG;58-105;Świdnica;ul. Zamenhoffa;No;5501@shellpl.pl;511803217;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.842716,+16.463646/@50.842716,16.46364617z;50.842716;16.463646
5503;DZIERŻONIÓW  ;58-200 ;Dzierżoniów;ul. Świdnicka 69;yes;5503@shellpl.pl;511803497;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.739113,+16.63608/@50.739113,16.6360817z;50.739113;16.63608
5504;JASIENICA    ;43-385 ;Jasienica ; Jasienica 75;Yes;5504@shellpl.pl;338290141;338290141;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.813162,+18.92019/@49.813162,18.9201917z;49.813162;18.92019
5505;JELENIA GÓRA        ;58-506 ;Jelenia Góra;Aleja Jana Pawła II 47;yes;5505@shellpl.pl;511807142;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.920391,+15.759233/@50.920391,15.75923317z;50.920391;15.759233
5506;KOLEJOWA  ;58-300 ;Wałbrzych;ul. Kolejowa 2;yes;5506@shellpl.pl;511807238;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.774054,+16.273831/@50.774054,16.27383117z;50.774054;16.273831
5507;GRANICA;59-900;Zgorzelec;ul. Emilli Plater 7;yes;5507@shellpl.pl;571303024;571303025;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.14869,+15.009642/@51.14869,15.00964217z;51.14869;15.009642
5508;TGG;58-105;Świdnica;ul. Sikorskiego;yes;5508@shellpl.pl;511805269;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.85054,+16.475399/@50.85054,16.47539917z;50.85054;16.475399
5511;STRZEGOM GRANIT;58-150;Strzegom;ul. Wojska Polskiego/DK5;yes;5511@shellpl.pl;746321206;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.977257,+16.367344/@50.977257,16.36734417z;50.977257;16.367344
6001;SIEDLCE;08-110;Siedlce;ul. Brzeska 43;No;6001@shellpl.pl;571303012;571303013;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.161807,+22.288014/@52.161807,22.28801417z;52.161807;22.288014
6002;SZCZECIŃSKA;76-209 ;Słupsk;ul. Szczecińska 36h;Yes;6002@shellpl.pl;511838579;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/54.45929,+16.995528/@54.45929,16.99552817z;54.45929;16.995528
6003;PUŁAWSKA;02-801 ;Warszawa;ul. Puławska 437;No;6003@shellpl.pl;511835093;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.140211,+21.018758/@52.140211,21.01875817z;52.140211;21.018758
6005;KUDOWA;57-350 ;Kudowa Zdrój;ul. Główna 42a;Yes;6005@shellpl.pl;511807382;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.434753,+16.237364/@50.434753,16.23736417z;50.434753;16.237364
6006;SUWAŁKI;16-400;Suwałki;ul. Pułaskiego 28;yes;6006@shellpl.pl;511817657;511818458;pokaż na mapie;;;;;https://maps.google.pl/maps/search/54.118596,+22.938691/@54.118596,22.93869117z;54.118596;22.938691
6007;WAŁ;04-866;Warszawa;ul. Wał Miedzeszyński 219;No;6007@shellpl.pl;511846113;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.170931,+21.154947/@52.170931,21.15494717z;52.170931;21.154947
6008;WOLICA;05-830;Nadarzyn;Wolica 24B;Yes;6008@shellpl.pl;511846542;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.121504,+20.870676/@52.121504,20.87067617z;52.121504;20.870676
6009;WOLSKA;01-258 ;Warszawa;ul. Wolska 195;No;6009@shellpl.pl;511828389;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.22293,+20.930728/@52.22293,20.93072817z;52.22293;20.930728
6010;PSIE POLE;51-130;Wrocław;ul. Żmigrodzka 105/117;Yes;6010@shellpl.pl;511839287;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.143764,+17.032113/@51.143764,17.03211317z;51.143764;17.032113
6011;1000-LECIA;15-111;Białystok;ul. 1000-lecia P.pol.72;Yes;6011@shellpl.pl;511846961;511847113;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.157888,+23.152573/@53.157888,23.15257317z;53.157888;23.152573
6012;RADULE;16-080;Tykocin;Radule 90;Yes;6012@shellpl.pl;514849749;514816481;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.14408,+22.793412/@53.14408,22.79341217z;53.14408;22.793412
7002;BESKIDZKA;43-100;Tychy;ul. Beskidzka 101;yes;7002@shellpl.pl;511802658;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.088201,+19.006063/@50.088201,19.00606317z;50.088201;19.006063
7003;BEŁCHATÓW;97-400;Bełchatów;ul. Armii Krajowej 12;no;7003@shellpl.pl;571303103;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.351832,+19.375838/@51.351832,19.37583817z;51.351832;19.375838
7004;LEGIONÓW;43-502;Czechowice Dziedzice;ul. Legionów 88a;No;7004@shellpl.pl;511841583;511842318;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.904614,+19.001639/@49.904614,19.00163917z;49.904614;19.001639
7005;POKOJU;31-564 ;Kraków;Al. Pokoju 65;Yes;7005@shellpl.pl;511821223;511821227;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.064784,+19.995353/@50.064784,19.99535317z;50.064784;19.995353
7102;MEDYK;02-819;Warszawa;ul. Puławska 332/334;yes;7102@shellpl.pl;571303186;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.141966,+21.016952/@52.141966,21.01695217z;52.141966;21.016952
7103;JANKI MSZCZONOWSKA;05-090;Janki;Mszczonowska 1;yes;7103@shellpl.pl;224904072;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.132638,+20.892881/@52.132638,20.89288117z;52.132638;20.892881
7105;WILANOWSKA;02-668;Warszawa;al. Wilanowska/Al.Lotników;yes;7105@shellpl.pl;733445548;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.177638,+21.006709/@52.177638,21.00670917z;52.177638;21.006709
7106;ARMII KRAJOWEJ;01-783;Warszawa;ul. Armii Krajowej;yes;7106@shellpl.pl;511823325;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.278707,+20.975267/@52.278707,20.97526717z;52.278707;20.975267
7107;JEROZOLIMSKIE;02-326;Warszawa;Al.Jerozolimskie 152;no;7107@shellpl.pl;571303241;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.211336,+20.949741/@52.211336,20.94974117z;52.211336;20.949741
7108;JAGIELLOŃSKA;03-301;Warszawa;ul. Jagiellońska 78;yes;7108@shellpl.pl;797045121;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.269293,+21.019477/@52.269293,21.01947717z;52.269293;21.019477
7110;WARSZAWA CISZEWSKIEGO ;02-777 ;Warszawa;ul. Ciszewskiego 15;No;7110@shellpl.pl;511846131;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.154365,+21.042274/@52.154365,21.04227417z;52.154365;21.042274
7114;Warszawa Traktorzystów;02-495 ;Warszawa;ul. Traktorzystów 10;yes;7114@shellpl.pl;571303242;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.199284,+20.892259/@52.199284,20.89225917z;52.199284;20.892259
7115;Warszawa Lodygowa;03-687 ;Warszawa;ul.Łodygowa 28;no;7115@shellpl.pl;571303228;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.286158,+21.08685/@52.286158,21.0868517z;52.286158;21.08685
7116;Nieporet Nowolipie;05-126 ;Nieporęt;ul. Nowolipie;no;7116@shellpl.pl;571303231;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.43155,+21.039436/@52.43155,21.03943617z;52.43155;21.039436
7117;Piaseczno Inter;05-500 ;Piaseczno;ul. Okulickiego 6;no;7117@shellpl.pl;571303298;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.0825,+21.0297/@52.0825,21.029717z;52.0825;21.0297
7119;Legionowo Zegrzynska;05-119 ;Legionowo;ul. Zegrzyńska 6;yes;7119@shellpl.pl;571303126;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.4032,+20.9486/@52.4032,20.948617z;52.4032;20.9486
7122;ŁÓDŹ ZGIERSKA;91-490;Łódź;ul. Zgierska 163;no;7122@shellpl.pl;571303009;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.811676,+19.436975/@51.811676,19.43697517z;51.811676;19.436975
7124;ŁÓDŹ ROKICIŃSKA;92-320;Łódź;ul. Rokicińska 192;Yes;7124@shellpl.pl;571303139;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.753348,+19.582255/@51.753348,19.58225517z;51.753348;19.582255
7126;Lodz Wlokniarzy;91-089 ;Łódź;Al. Włókniarzy 199;no;7126@shellpl.pl;571303347;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.768524,+19.425757/@51.768524,19.42575717z;51.768524;19.425757
7127;Lublin Sienna;20-118 ;Lublin;ul. Sienna 27;no;7127@shellpl.pl;571303195;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.251153,+22.580555/@51.251153,22.58055517z;51.251153;22.580555
7200;ELBLĄG SOPOCKA;82-300;Elbląg;ul. Sopocka/Tysiąclecia;no;7200@shellpl.pl;571303045;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/54.155171,+19.398108/@54.155171,19.39810817z;54.155171;19.398108
7201;GRZYMAŁY;85-825;Bydgoszcz;ul. Wojska Polskiego 19;yes;7201@shellpl.pl;791354006;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.109124,+18.033825/@53.109124,18.03382517z;53.109124;18.033825
7202;BYDGOSZCZ TAŁDYKINA;85-791;Bydgoszcz;ul. Taldykina 3;no;7202@shellpl.pl;571303069;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.152985,+18.14562/@53.152985,18.1456217z;53.152985;18.14562
7203;Gdansk Morena;80-172 ;Gdańsk;ul. Nowolipie 2;no;7203@shellpl.pl;571303235;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/54.350257,+18.594802/@54.350257,18.59480217z;54.350257;18.594802
7204;MALBORK CARGO;82-200;Malbork;ul. Wojska Polskiego ;Yes;7204@shellpl.pl;571303128;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/54.03616,+19.046872/@54.03616,19.04687217z;54.03616;19.046872
7205;GDYNIA CHYLOŃSKA;81-033;Gdynia;ul. Chylońska 110A;no;7205@shellpl.pl;515032094;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/54.544089,+18.465684/@54.544089,18.46568417z;54.544089;18.465684
7206;GDAŃSK GALERIA;80-266;Gdańsk;ul. Grunwaldzka 161;Yes;7206@shellpl.pl;571303352;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/54.383629,+18.597278/@54.383629,18.59727817z;54.383629;18.597278
7207;Gdynia Unruga;81-190;Gdynia;ul. Szlifierzy 1;no;7207@shellpl.pl;571303131;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/54.549332,+18.513046/@54.549332,18.51304617z;54.549332;18.513046
7208;Rumia Dabrowskiego;84-230 ;Rumia;ul. Dąbrowskiego/Hutnicza;No;7208@shellpl.pl;571303246;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/54.560573,+18.423269/@54.560573,18.42326917z;54.560573;18.423269
7209;WEJHEROWO PRZEMYSŁOWA;84-200;Wejherowo;ul. Przemysłowa 1;no;7209@shellpl.pl;511805273;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/54.608359,+18.220711/@54.608359,18.22071117z;54.608359;18.220711
7210;TORUŃ KOPERNIKA;87-100;Toruń;ul. Szosa Lubicka 24;Yes;7210@shellpl.pl;571303140;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.019905,+18.643313/@53.019905,18.64331317z;53.019905;18.643313
7303;CHORZÓW KATOWICKA;41-500;Chorzów;ul. Katowicka 160;no;7303@shellpl.pl;533926228;533926228;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.321491,+18.945514/@50.321491,18.94551417z;50.321491;18.945514
7304;ZABRZE KORFANTEGO;41-800  ;Zabrze;Al. Korfantego 7;no;7304@shellpl.pl;795025265;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.313659,+18.773792/@50.313659,18.77379217z;50.313659;18.773792
7306;KATOWICE GÓRNOŚLĄSKA;40-503;Katowice;UL.Prowansalska 7;No;7306@shellpl.pl;511821061;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.243871,+19.035078/@50.243871,19.03507817z;50.243871;19.035078
7307;Cieszyn Liburnia;43-400 ;Cieszyn;ul. Liburnia 24;no;7307@shellpl.pl;571303219;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.752324,+18.637487/@49.752324,18.63748717z;49.752324;18.637487
7308;ŚWIĘTOCHŁOWICE ŚLĄSKA;41-600;Świętochłowice;Śląska 10;No;7308@shellpl.pl;571303278;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.281786,+18.912266/@50.281786,18.91226617z;50.281786;18.912266
